,Name,Desc,Framework Type,Related Platform / Languages,Added,Framework Provider,Asset Home Page (URL),Repository / Source Code,Version,Terms Of Service URL,Is the Framework Source Code Non-Proprietary ?,Type of License if Non-Proprietary,Device specific,Framework does not belong to a Company,Docs Home Page URL,Supported Request Formats,Supported Response Formats,Offers Hypermedia Support
254,Sweet Scala Framework by SweetScala," SweetScala is a framework written in Scala that offers developers a web application framework to building dynamic web content that runs on various Java servers. The framework aims to provide the option to run on a Java Virtual Machine to use Java based libraries, servers, and large communities.",Framework,Scala,"December 7, 2015",Independent Developer,https://code.google.com/p/sweetscala/,,,,No,,No,No,,,,No
255,Scalatra Scala Framework by Scalatra," Scalatra is a web micro-framework written in Scala. It intends to combine the power of the JVM with Scala, allowing for high-performance web sites and APIs.",Framework,Scala,"December 7, 2015",Independent Developer,http://www.scalatra.org/,,,,No,,No,No,,,,No
256,Lift Python Framework by Lift," The Lift framework aims to provide secure development platforms for developers. The framework offers scalability, modular designs, and other features. The framework is written in Python.",Framework,Scala,"December 7, 2015",YourKit,http://liftweb.net/,,,,No,,No,No,,,,No
257,Mocha Node.js Framework by Mochajs," Mocha aims to be a feature-rich JavaScript test framework that runs on Node.js and browsers. The framework allows for asynchronous testing that runs serially for reporting, while mapping uncaught exceptions to test cases.",Framework,Node.js,"December 1, 2015",Independent Developer,http://mochajs.org/,https://github.com/mochajs/mocha,,,No,,No,No,,,,No
258,Ezel Node.js Framework by Artsy," Ezel aims to provide a boilerplate for Backbone projects that share code server/client, render server/client, and scale through modular architecture. The framework is used at Artsy to bootstrap new projects.",Framework,Node.js,"December 1, 2015",Artsy,http://ezeljs.com/,https://github.com/artsy/ezel,,,No,,No,No,,,,No
259,Tower Node.js Framework by Tower," Tower is a Node.js framework that offers small components for building apps, manipulating data, and automating a distributed infrastructure.",Framework,Node.js,"December 1, 2015",Independent Developer,http://tower.github.io/,https://github.com/tower/tower,,,No,,No,No,,,,No
260,Sequelize Node.js Framework by Sequelize," Sequelize is a Node.js/io.js ORM that aims to be suited for Postgres, MySQL, MariaDB, SQLite and Microsoft SQL Server. It aims to feature transaction support, relations, read replication and more.",Framework,Node.js,"December 1, 2015",Independent Developer,http://docs.sequelizejs.com/en/latest/,https://github.com/sequelize/sequelize,,,No,,No,No,,,,No
261,Wintersmith.js Node.js Framework Johan Nordberg," Wintersmith is a simple yet flexible static site generator. It takes contents (markdown, less, scripts, etc), transforms them using plugins and outputs a static website (html, css, images, etc) that you can host anywhere.",Framework,Node.js,"December 1, 2015",Independent Developer,http://wintersmith.io/,https://github.com/jnordberg/wintersmith,,,No,,No,No,,,,No
262,Sixpack Node.js Framework by SeatGeek," Sixpack is a Node.js framework that offers an A/B testing across multiple programming languages. The framework exposes an API for client libraries and contains two features: Sixpack-server which facilitates the responding to web requests as well as Sixpack-web, a web dashboard for tracking and acting on your A/B tests. Sixpack-web is optional.",Framework,Node.js,"December 1, 2015",SeatGeek,http://sixpack.seatgeek.com/,https://github.com/seatgeek/sixpack,,,No,,No,No,,,,No
263,Frisby.js Node.js Framework by Vance Lucas, Frisby is a REST API testing framework that intends to be built on node.js and Jasmine that facilitates API endpoint testing. The framework requires Node.js and NPM for installation.,Framework,Node.js,"December 1, 2015",Independent Developer,http://frisbyjs.com/,https://github.com/vlucas/frisby/,,,No,,No,No,,,,No
264,Wheels Node.js Framework by Stanislav, The Wheels Node.js Framework aims to offer an object-oriented web framework that is written in CoffeeScript.,Framework,Node.js,"December 1, 2015",Independent Developer,http://stanislavfeldman.github.io/wheels/,https://github.com/stanislavfeldman/wheels,,,No,,No,No,,,,No
265,Axt Node.js Framework by Gabriel Reiser, The AXT framework intends to provide an extendable javascript framework for working both in Node.js and browsers. The frameworks aims to be for MVC appilcations in Node.js and client side servers.,Framework,Node.js,"December 1, 2015",Independent Developer,https://github.com/Shogun147/Katana,https://github.com/Shogun147/Katana,,,No,,No,No,,,,No
266,Flask Python Framework by Armin Ronacher," Flask is a Python microframework that aims to be based on Werkzeug, Jinja 2.",Framework,Python,"November 29, 2015",Independent Developer,http://flask.pocoo.org/,https://github.com/mitsuhiko/flask,,,No,,No,No,,,,No
267,Meryl Node.js Framework by kadirpekel, Meryl aims to be a minimalist web framework for Node.js platforms that offers modication and minimal code.,Framework,Node.js,"December 1, 2015",Independent Developer,https://github.com/kadirpekel/meryl,https://github.com/kadirpekel/meryl,,,No,,No,No,,,,No
268,Bobo Python Framework by Zope Foundation, Bobo aims to be a light-weight framework for creating WSGI web applications. It intends to offer mapping URLs to objects and calling objects to generate HTTP responses.,Framework,Python,"November 29, 2015",Independent Developer,http://bobo.digicool.com/en/latest/index.html,https://github.com/zopefoundation/bobo,,,No,,No,No,,,,No
269,Cyclone.io Python Framework by Alexandre Fiori, Cyclone provides developers with a web server framework for Python that implements the Tornado API as a Twisted protocol.,Framework,Python,"November 29, 2015",Independent Developer,http://cyclone.io/,https://github.com/fiorix/cyclone,,,No,,No,No,,,,No
270,Omni Node.js Framework by Kevin Bedi," Omni.js is written in Node.js and offers a Backbone.js framework for real-time app development. The framework aims to provide models, collections, and events on the server, and automated permissions for clients.",Framework,Node.js,"December 1, 2015",Independent Developer,https://github.com/Mashlol/omni,https://github.com/Mashlol/omni,,,No,,No,No,,,,No
271,Itty Python Framework by Daniel Lindsley," Itty is a Python framework that aims to provide a micro-framework that is influenced by Sinatra. The framework intends to support routing, basic responses, HTTP status codes, files uploads, static media serving as well as others.",Framework,Python,"November 29, 2015",Independent Developer,https://github.com/toastdriven/itty/,https://github.com/toastdriven/itty/,,,No,,No,No,,,,No
272,CherryPy Python Framework by CherryPy, CherryPy allows for the building of web applications in a manner similar to building other object-oriented Python programs. This intends to permit a smaller source code.,Framework,Python,"November 29, 2015",Independent Developer,http://www.cherrypy.org/,https://groups.google.com/forum/,,,No,,No,No,,,,No
273,Bottle Python Framework by Marcel Hellkamp, Bottle intends to offer developers a lightweight WSGI micro web-framework for Python. The frameworks aims to be distributed as a single file module with no dependencies other than the Python Standard Library.,Framework,Python,"November 29, 2015",Independent Developer,http://bottlepy.org/docs/dev/,https://github.com/bottlepy/bottle,,,No,,No,No,,,,No
274,Polpetta Node.js Framework by Andrea Giammarchi, Polpetta is a script that aims to be able to initialize a node.js server in any folder you want and behave like CGI or PHP. This aims to provide a not static file serving only as well as dynamic content.,Framework,Node.js,"November 29, 2015",Independent Developer,https://github.com/WebReflection/polpetta,https://github.com/WebReflection/polpetta,,,No,,No,No,,,,No
275,Nombo Node.js Framework by Jonathan Gros-Dubois," Nombo is an Open Source Node.js framework that allows for the building of highly scalable, rich cloud applications.",Framework,Node.js,"November 29, 2015",Independent Developer,http://nombo.io/,https://github.com/jondubois/nombo,,,No,,No,No,,,,No
276,Seki Node.js Framework by Danny Ayers," Seki is a Node.js framework that aims to operate as a Web server. The framework intends to build queries from HTTP requests and transporting to the SPARQL server, formatting the results (to HTML, JSON, and others) and passing them back to the client.",Framework,Node.js,"November 29, 2015",Independent Developer,https://github.com/danja/seki,https://github.com/danja/seki,,,No,,No,No,,,,No
277,Protos Node.js Framework by derDesign," Protos is a Web Application Framework for Node.js that runs on Linux, FreeBSD & OSX.",Framework,Node.js,"November 29, 2015",Independent Developer,https://github.com/derdesign/protos,https://github.com/derdesign/protos,,,No,,No,No,,,,No
278,Rapid Rest Node.js Framework by Jason Rudland, Rapid Rest is a Node.js framework that intends to offer developers a minimal overhead Node.js REST server.,Framework,Node.js,"November 29, 2015",Independent Developer,https://github.com/knowlecules/rapid-rest,https://github.com/knowlecules/rapid-rest,,,No,,No,No,,,,No
279,Impress Node.js Framework by Timur Shemsedinov, Impress is a Node.js framework that intends to offer developers an application server for Node.js. The framework offers features such as; no callback chain; hierarchically inheritable hash routing instead ;monolithic high coupling core with obligatory things optimized for performance as well as many others.,Framework,Node.js,"November 29, 2015",Independent Developer,https://github.com/tshemsedinov/impress,https://github.com/tshemsedinov/impress,,,No,,No,No,,,,No
280,Spludo Node.js Framework by DracoBlue," The Spludo Node.js Framework aims to be a high performance, evented, server side, prototype based, javascript MVC web framework. It intends to offer DI+AOP and a Convention-Over-Configuration Approach.",Framework,Node.js,"November 29, 2015",Independent Developer,https://github.com/DracoBlue/spludo,https://github.com/DracoBlue/spludo,,,No,,No,No,,,,No
281,Web Node.js Framework by Will Wen Gunn, Webjs is a JavaScript framework that uses Node.js as a means to offer developers websites' and web apps' with a server-side script that is more stable and more readable.,Framework,Node.js,"November 29, 2015",Independent Developer,http://iwillwen.github.io/webjs/,https://github.com/iwillwen/webjs,,,No,,No,No,,,,No
282,Bone Node.js Framework by Brad Carleton," Bone.io allows for the building of real time HTML5 apps using web sockets to deliver ""hot"" data to a browser. This aims to provide a construct rich, highly responsive user interface for developers.",Framework,Node.js,"November 29, 2015",Independent Developer,http://bone.io/,https://github.com/techpines/bone.io,,,No,,No,No,,,,No
283,Pintura Node.js Framework by Kris Zyp," Pintura aims to be a cross-platform, server side JavaScript based REST architecture web framework that uses standards based in HTTP client/server interaction with a focus on JSON formatted data. The framework allows for the use of a RESTful HTTP/JSON interface to data,that can create data models and automatically provide a HTTP interface. In further aims to provide reusable CommonJS modules and JSGI middleware to be used on a JSGI compliant JavaScript platform, but tested on NodeJS and RingoJS.",Framework,Node.js,"November 29, 2015",Independent Developer,http://www.persvr.org/,https://github.com/kriszyp/pintura,,,No,,No,No,,,,No
284,Fortune Node.js Framework by Fortune," Fortune is a Node.js framework the aims to offer an application system for Node.js & web browsers. It intends to provide a data access layer (adapter), business logic layer (transform), and presentation layer (serializer). These layers allow for multiple data sources to be exposed via multiple formats through a uniform interface.",Framework,Node.js,"November 29, 2015",Independent Developer,http://fortunejs.com/,https://github.com/fortunejs/fortune,,,No,,No,No,,,,No
285,Flatiron Node.js Framework by flatIron," Flatiron is a Node.js framework that intends to offer a built collection of decoupled, unobtrusive tools that can operate in unison and independently. It aims to promote code organization and sustainability by clearly separating development concerns.",Framework,Node.js,"November 29, 2015",Independent Developer,http://flatironjs.org/,https://github.com/flatiron/flatiron,,,No,,No,No,,,,No
286,MEAN.JS JavaScript Framework by MEAN.JS," The MEAN.JS JavaScript Framework by MEAN.JS is designed to help developers build and maintain web applications using MongoDB, Express, AngularJS, and Node.js.",Framework,JavaScript,"May 27, 2015",Independent Developer,http://meanjs.org/,https://github.com/meanjs/mean,,,No,,No,No,,,,No
287,SimpleS Node.js Framework by Micleușanu Nicu," simpleS is a web framework for Node.JS that is aimed to be designed for the creatation of HTTP(S) servers and clients with features such as routing for http requests, static files, and errors, unique interface for requests and responses, and virtual hosting as well as others.",Framework,Node.js,"November 29, 2015",Independent Developer,http://micnic.github.io/simpleS/,https://github.com/micnic/simpleS,,,No,,No,No,,,,No
288,HTML9 JavaScript Framework by Louis Lazaris," The HTML9 JavaScript Framework by Louis Lazaris is a flexible, dependency-free, lightweight, device-agnostic, modular, baked-in, component framework MVC library designed to allow for a responsive CSS-based app architecture.",Framework,JavaScript,"June 4, 2015",Independent Developer,http://html9responsiveboilerstrapjs.com/,https://github.com/impressivewebs/HTML9-Responsive-Boilerstrap-js/blob/master/README.md,,,No,,No,No,,,,No
289,MicroBees JavaScript SDK by MicroBees, The MicroBees JavaScript SDK by MicroBees provides integration with an Internet of Things system to existing JavaScript applications. It can be used to connect with all of MicroBees' products.,Framework,JavaScript,"November 24, 2015",MicroBees,https://github.com/microBeesTech/javascript-sdk,,,,No,,No,No,,,,No
290,RestMVC Node.js Framework by Keith Larsen," The goal of RestMVC is to provide a simple framework that assists deveopers to write a RESTful webservice using NodeJs, Express, Mongoose, and MongoDB. It's goal is to take out the repetition of code writing and allow for application development.",Framework,Node.js,"November 15, 2015",Independent Developer,https://github.com/keithnlarsen/restmvc.js/,https://github.com/keithnlarsen/restmvc.js/,,,No,,No,No,,,,No
291,Ni Node.js Framework by Chetan Surpur," The Node.js framework Ni intends to offer a structure for organizing a application project and a file structure separated into models, views, controllers, libraries and helpers.",Framework,Node.js,"November 15, 2015",Independent Developer,https://github.com/chetan51/ni,https://github.com/chetan51/ni,,,No,,No,No,,,,No
292,Tachi Node.js Framework by Ed," Tachi aims to provide developers with accelerated application development tools. The framework intends to offer an inital node.js MVC app, using a view syntax and an ASP.NET MVC-style project layout. Tachi aims to provide rapid development with an expandable feature set, and additional support of features to achieve that goal.",Framework,Node.js,"November 15, 2015",Independent Developer,https://github.com/EdJ/Tachi,https://github.com/EdJ/Tachi,,,No,,No,No,,,,No
293,Roosevelt Node.js Framework by Eric Newport, Roosevelt aims to be a web application development framework based on Express. Roosevelt intends to abstract all boilerplates necessary to build a typical Express app and provide a uniform MVC structure for application development.,Framework,Node.js,"November 15, 2015",Independent Developer,https://github.com/kethinov/roosevelt,https://github.com/kethinov/roosevelt,,,No,,No,No,,,,No
294,Grasshopper Node.js Framework by Chandra Sekar S," Grasshopper is a Node.js framework that offers web application development support. The framework provides features such as integrated support for dependency injection, filter for intercepting requests, supports basic and digest authentication, and the compression of static files.",Framework,Node.js,"November 15, 2015",Independent Developer,http://tuxychandru.github.io/grasshopper/,https://github.com/tuxychandru/grasshopper,,,No,,No,No,,,,No
295,Twee.io Node.js Framework by Twee.io, Twee.io is a Node.js framework that offers developers conventions that will protect OOP and MVC maneer code from issues that arise in big projects and applications.,Framework,Node.js,"November 15, 2015",Independent Developer,http://twee.io/,https://github.com/tweeio/twee-framework/,,,No,,No,No,,,,No
296,Josi Node.js Framework by Matt Lee," Josi is a web framework for node.js that aims to be a MVC web framework (e.g. ASP.NET MVC, Rails, Django). It allows for common features with Node.js, such as its asynchronous, event driven nature, possible to utilitze.",Framework,Node.js,"November 15, 2015",Independent Developer,http://thatismatt.github.io/josi/,https://github.com/thatismatt/josi,,,No,,No,No,,,,No
297,Spine JavaScript Framework by Spine JS Project, Spine is a lightweight MVC library for building JavaScript web applications. It intends to offer developers structure and an architecture that complements patterns such as de-coupled components and CommonJS modules to help with code quality and maintainability. The framework's library is written in CoffeeScript.,Framework,JavaScript,"November 15, 2015",Independent Developer,http://spine.github.io/,https://github.com/spine/spine,,,No,,No,No,,,,No
298,Rappid Node.js Framework by Rappid," rAppid.js intends to offer developers a declarative javascript web application framework for rapid web application development. It allows for the use of XML to define the structure of the application and to configure components such as datasources or routes. The framework aims to work by allowing the XML (XAML) to be translated to javascript components during runtime to render itself as HTML5 DOM elements. The framework was initally designed as a pure client side javascript library, however, it now offers an expendable web server with a request pipeline and different request handlers.",Framework,Node.js,"November 15, 2015",Independent Developer,http://www.rappidjs.com/,https://github.com/rappid/rAppid.js,,,No,,No,No,,,,No
299,Raddish Node.js Framework by Jasper van Rijbroek, Raddish is an open-source NodeJS Framework that aims to provide a framework for modern web applications. The framework aims to be a design pattern based architecure that gives developers more flexibility in application development and features. It allows for what is written to be resuable and extensible pieces of code.,Framework,Node.js,"November 15, 2015",Independent Developer,http://getraddish.com/,https://github.com/JaspervRijbroek/raddish,,,No,,No,No,,,,No
300,Code Kart Node.js Framework by Yangjie Pro," Codekart is a Node.js framework that intends to havea very small footprint, built for Node.js developers who need a simple toolkit to create full-featured web applications. The framework allows for developers to use shared hosting accounts and clients with deadlines.",Framework,Node.js,"November 15, 2015",Independent Developer,http://codekart.jojoin.com/,https://github.com/yangjiePro/Codekart,,,No,,No,No,,,,No
301,Locomotive Node.js Framework by Jared Hanson, Locomotive is a framework that aims to bring structure and MVC patterns to web applications using Node and Express.,Framework,Node.js,"November 15, 2015",Independent Developer,http://locomotivejs.org/,https://github.com/jaredhanson/locomotive,,,No,,No,No,,,,No
302,Sleekjs Node.js Framework by Cubet Techno Labs, Sleek.js is an MVC Wrapper Framework implemented from Node.jS that aims to be built-in with base dependency on handlebars.js. The Sleek.js architecture allows developers to follow the common format of MVC to handle and build sites with pluggable modules & themes support.,Framework,Node.js,"November 15, 2015",Cubet Technto Labs,http://www.sleekjs.com/,https://github.com/cubettech/sleekjs,,,No,,No,No,,,,No
303,Trintejs Node.js Framework by Alexey Gordeyev, Trintejs is a MVC boilerplate framework for ExpressJS backed by CaminteJS and Bootstrap.,Framework,Node.js,"November 15, 2015",Independent Developer,http://www.trintejs.com/,https://github.com/biggora/trinte,,,No,,No,No,,,,No
304,Agni Node.js Framework by Lorenzo Tabacchini," Agni is a web framework built on top of Express, based on the principle of convention over configuration. It intends to allow for a thin layer of abstraction for route definition and directory organization, without giving up the full power and flexibility of Express. The framework does not include any database abstraction system, but leaves this choice to the developer.",Framework,Node.js,"November 15, 2015",Independent Developer,http://lortabac.github.com/agni/,https://github.com/lortabac/agni,,,No,,No,No,,,,No
305,Compoundjs Node.js Framework by Anatoliy," Compoundjs is a MVC framework that aims to work on servers and browsers to build web applications to provide well-organized interfaces for Express compatible applications. The framework is a compound of three things: the Express framework, structure, and extensions.",Framework,Node.js,"November 15, 2015",Independent Developer,http://compoundjs.com/,https://github.com/1602/compound/,,,No,,No,No,,,,No
306,Geddy Node.js Framework by Geddy, Geddy is a Node.js framework that aims to provide a structured web framework for web development.,Framework,Node.js,"November 15, 2015",Independent Developer,http://geddyjs.org/,https://github.com/geddy/geddy/,,,No,,No,No,,,,No
307,Strapi Node.js Framework by Wistity HQ," Strapi aims to be an open-source Node.js rich framework for building applications and services. The framework allows for developers to write reusable application logic and spend less time on building infrastructure. The framework sits on top of Koa. It intends to combine small modules that work together to provide maintainability, and structural conventions to Node.js applications.",Framework,Node.js,"November 15, 2015",Independent Developer,http://strapi.io/,https://github.com/wistityhq/strapi/,,,No,,No,No,,,,No
308,Adnois Node.js Framework by Aman Virk, The Adonis framework is a MVC framework written in Node.js that intends to offer a customized resource for writing scalable applications by allowing for the defining of expressive routes and writing terminal commands.,Framework,Node.js,"November 15, 2015",Independent Developer,http://adonisjs.com/,https://github.com/adonisjs/adonis-framework,,,No,,No,No,,,,No
309,Koa Node.js Framework by Koajs," Koa aims to be an expressive HTTP middleware for node.js to make web applications and APIs less complicated to write. Koa's middleware stack flows in a stack-like manner, allowing developers to perform actions downstream then filter and manipulate the response upstream. Koa's use of generators also facilates readability and robustness to an application.",Framework,Node.js,"November 11, 2015",Independent Developer,http://koajs.com/,https://github.com/koajs/koa,,,No,,No,No,,,,No
310,Rhapsody Node.js Framework by RhapsodyJS," RhapsodyJS aims to be a HMVC framework that runs on top of Express 4 while also creating a RESTful API for models. Additionally, it supports sockets, middleware/policies system, and includes other features.",Framework,Node.js,"November 11, 2015",Independent Developer,http://rhapsodyjs.github.io/,https://github.com/rhapsodyjs/RhapsodyJS,,,No,,No,No,,,,No
311,Facet Node.js Framework by Facet," Provides extensible common utility classes for rapid JSON API development. Offers the following functionality for abstration of middleware specific code for framework agnostic use; handling of request/response lifecycle; built in CRUD functionality via find, findOne, create, update, delete functions for various resources.",Framework,Node.js,"November 11, 2015",Independent Developer,http://facet.github.io/platform/,https://github.com/facet/platform,,,No,,No,No,,,,No
312,Sail.js Node.js Framework by Sail.js," The Sail.js Node.js Framework is designed to help developers create Node.js websites and applications. It provides methods for managing assets, uploading files, and managing features.",Framework,"JavaScript,Node.js","June 21, 2015",Independent Developer,http://sailsjs.org/,http://sailsjs.org/,,,No,,No,No,,,,No
313,Hapi Node.js Framework by Hapi," The Hapi framework's objective is to be a configuration-centric framework with built-in support for input validation, caching, authentication, and other essential facilities for building web and services applications. hapi enables developers to focus on writing reusable application logic in a highly modular and prescriptive approach.",Framework,Node.js,"November 11, 2015",Independent Developer,http://hapijs.com/,https://github.com/hapijs/hapi,,,No,,No,No,,,,No
314,Pomelo Node.js Framework by NetEase," Pomelo offers developers a scalable game server framework for node.js. The framework provides the development framework and many related components, including libraries and tools. Pomelo aims to be suitable for real-time web applications; its distributed architecture makes pomelo scale differently than other real-time frameworks.",Framework,Node.js,"November 11, 2015",NetEase,http://pomelo.netease.com/,https://github.com/NetEase/pomelo,,,No,,No,No,,,,No
315,Noder Node.js Framework by Nicolab, Noder Node.js framework aims to be a lightweight and flexible core to create a scalable API. Starting a project quickly with a modular API.,Framework,Node.js,"November 11, 2015",Nicolab,http://noder.io/,https://github.com/noder-io/noder.io,,,No,,No,No,,,,No
316,Restify Node.js Framework by Restify, Restify is a Node.js framework that intends to offer a micro-framework for building REST APIs.,Framework,Node.js,"November 11, 2015",Restify,http://restify.com/,https://github.com/restify/node-restify,,,No,,No,No,,,,No
317,Keystone Node.js Framework by KeystoneJS," KeystoneJS is a Node.js framework that intends to provide a content management system and web application framework built onexpress and mongoose. Keystone offers the ability to create web sites and application, and comes with an auto-generated Admin UI.",Framework,Node.js,"November 11, 2015",Independent Developer,https://github.com/keystonejs/keystone,http://www.keystonejs.com/,,,No,,No,No,,,,No
318,Percolator Node.js Framework by Gregg Caines," Percolator aims to be a framework for building quality HTTP APIs in Node.js. It's features include quality, public-facing APIs, single page and mobile applications.",Framework,Node.js,"November 11, 2015",Independent Developer,https://github.com/cainus/percolator,https://github.com/cainus/percolator,,,No,,No,No,,,,No
319,Diet Node.js Framework by Ádám Halász, diet.js aims to be a modular node.js web framework that offers scalable application and API development.,Framework,Node.js,"November 11, 2015",Independent Developer,https://github.com/adamhalasz/diet,http://dietjs.com/,,,No,,No,No,,,,No
320,Restberry Node.js Framework by Mattias Eriksson, Restberry intends to provide a framework for setting up RESTful JSON APIs with NodeJS. It allows for the indentification of models and setup CRUD API calls without the need for code writing to write code. API calls handle and identify issues as well as issue necessary HTTP responses and alerts to debug error responses. Restberry also provides authentication and permission checks and throws appropriate errors.,Framework,Node.js,"November 11, 2015",Independent Developer,http://restberry.com/,https://github.com/materik/restberry,,,No,,No,No,,,,No
321,Loopback Node.js API Framework by StrongLoop," The Loopback Node.js API Framework by StrongLoop provides a dynamic open source Node.js framework optimized for building end-to-end APIs for mobile, web, and other devices. The Loopback framework offers a set of Node.js modules that can be used together or independently to build applications. Developers can connect to multiple data sources, write business logic in Node.js, glue on top of existing services and data, connect using JS, iOS & Android SDKs, and much more.",Framework,Node.js,"November 11, 2015",StrongLoop,http://loopback.io/,https://github.com/strongloop/loopback/,,,Yes,MIT,No,No,https://docs.strongloop.com/display/public/LB/LoopBack,,,No
322,Actionhero Node.js Framework by Evan Tahler, The Actionhero.js framework aims to be a multi-transport Node.JS API Server with integrated cluster capabilities and delayed tasks..,Framework,Node.js,"November 11, 2015",Independent Developer,http://www.actionherojs.com/,https://github.com/evantahler/actionhero,,,No,,No,No,,,,No
323,COKE Node.js Framework by DreamersLab, The COKE Node.js framework aims to provide developers with a full stack MVC framework that expedites web development.,Framework,Node.js,"November 11, 2015",DreamersLab,http://coke-js.org/,https://github.com/dreamerslab/coke/,,,No,,No,No,,,,No
324,SocketStream Node.js Framework by SocketStream, SocketStream aims to be a Node.js framework for realtime web applications.,Framework,Node.js,"November 11, 2015",Independent Developer,https://socketstream.com/,https://github.com/socketstream/socketstream,,,No,,No,No,,,,No
325,Chocolatejs Node.js Framework by JC Levy, Chocolatejs Node.js Framework aims to be a full stack and isomorphic Node.js web framework and online ide. The framework is an experimental Node.js web application framework built using Coffeescript.,Framework,Node.js,"November 10, 2015",Independent Developer,https://chocolatejs.org/,https://github.com/jclevy/chocolatejs,,,No,,No,No,,,,No
326,Mediator JavaScript Framework by Jack Lawson," Mediator is a JavaScript framework that intends to provide a class that allows a developer to register, unregister, and call subscriber methods to help event-based, asyncronous programming. The framework's purpose is to make the usage of WebSockets, Ajax calls, DOM events, or other asynchronous operations easy to maintain and test.",Framework,JavaScript,"October 19, 2015",Independent Developer,http://thejacklawson.com/Mediator.js/,https://github.com/ajacksified/Mediator.js,,,No,,No,No,,,,No
327,Sane Stack Node.js Framework by Sane, The Sane Stack is a Node.js framework that offers developers a Sails and Ember cli to faciliate application development. This framework is cited as being an early prototype with further developments to come.,Framework,Node.js,"November 10, 2015",Independent Developer,http://sanestack.com/,https://github.com/sane/sane,,,No,,No,No,,,,No
328,Danf Node.js Framework by Gnodi," Danf intends to provide a javascript/node.js full-stack isomorphic OOP framework allowing to code the same way on both client-side (browser) and server-side (node.js). It provides many features to produce scalable, maintainable, testable and performant applications.",Framework,Node.js,"November 11, 2015",Independent Developer,https://github.com/gnodi/danf/,https://github.com/gnodi/danf/,,,No,,No,No,,,,No
329,Catberry Node.js Framework by Catberry," Catberry is a Node.js framework that offers developers Flux architecture, isomorphic web-components and progressive rendering.",Framework,Node.js,"November 10, 2015",Independent Developer,http://catberry.org/,https://github.com/catberry/catberry,,,No,,No,No,,,,No
330,AllcountJS Node.js Framework by AllcountJS," AllcountJS Node.js Framework intends to provide an open source full-stack Node.js framework for application development. The framework's objective is to be designed to build production-ready web and mobile business applications. It offers business applications such for basic ones like CRUD as well as the more complex such as CRM, inventory, accounting and other enterprise systems that have domain objects with different views.",Framework,Node.js,"November 10, 2015",AllcountJS,https://allcountjs.com/,https://github.com/allcount/allcountjs/,,,No,,No,No,,,,No
331,Rococo JavaScript Framework by Rococo, The Rococo JavaScript Framework offers developers a strict subset of Javascript (BlackScript). BlackScript is like Javascript but has no:,Framework,JavaScript,"October 25, 2015",Independent Developer,http://schuttelaar.github.io/Rococo/,https://github.com/schuttelaar/Rococo,,,No,,No,No,,,,No
332,140 Medley JavaScript Framework by Honza Pokorny," The 140 Medley JavaScript Framework by Honza Pokorny aims to be a micro-framework or a collection of small, helpful utilities for common javascript tasks.",Framework,JavaScript,"October 19, 2015",Independent Developer,https://github.com/honza/140medley,https://github.com/honza/140medley,,,No,,No,No,,,,No
333,Koa Node.js Framework by Koa," Koa is a Node.js web framework that allows users to ditch callbacks and increase error handling by leveraging generators. It's designed by the same team that designed Express. Koa was made to be smaller, more expressive, and more robust.",Framework,Node.js,"October 30, 2015",Independent Developer,http://koajs.com/,,,,No,,No,No,,,,No
334,Janis JavaScript Framework by Janis, The Janis JavaScript frameworks aims to be a lightweight framework that provides animations via CSS transitions for modern browsers on the web as well as mobile devices. The goal of the framework is to organize commonly used methods of animating DOM elements in JavaScript.,Framework,JavaScript,"October 25, 2015",Independent Developer,http://mikemctiernan.github.io/Janis/,https://github.com/MikeMcTiernan/Janis,,,No,,No,No,,,,No
335,Lotus Ruby Framework by Luca Guidi," The Lotus Ruby Framework offers developers an Object Oriented Programming option to web development,",Framework,Ruby,"October 25, 2015",Independent Developer,http://lotusrb.org/,,,,No,,No,No,,,,No
336,Padrinorb Ruby Framework by Padrino," The Padrinorb ruby Framework's goal is offer developers core principles of the Sinatra Ruby Framework while creating a standard library of tools, helpers and functions that will make Sinatra suitable for increasingly complex applications.",Framework,Ruby,"October 25, 2015",Independent Developer,http://www.padrinorb.com/,,,,No,,No,No,,,,No
337,NYNY Ruby Framework by Andrei Lisnic," The NYNY Ruby Framework offers developers a micro web framework for testing applications on modern browsers. It's features include Rack middleware that allows for the use inside of Sinatra, Rails, and other Rack-based apps and being ~300 LOC in size.",Framework,Ruby,"October 25, 2015",Independent Developer,http://alisnic.github.io/nyny/,https://github.com/alisnic/nyny,,,No,,No,No,,,,No
338,Grape Ruby Framework by Ruby Grape," The Grape Ruby Framework allows for the building of lightweight APIs with Ruby when a larger framework like Ruby on Rails isn't needed. It aims to be a REST-like API micro-framework built to work with existing web application frameworks by providing DSL to provide APIs. The framework's features include: built-in support for common conventions such as multiple formats, subdomain/prefix restriction, and versioning.",Framework,Ruby,"October 25, 2015",Independent Developer,http://intridea.github.io/grape/,https://github.com/ruby-grape/grape,,,No,,No,No,,,,No
339,Nancy Ruby Framework by Guillermo Iguaran," The Nancy Framework aims to be a minimal Ruby microframework for web development inspired in the Sinatra and Cuba frameworks. The framework's features include: routes such as support for get, post, put, patch, delete, options, head; set basic filters/callbacks with the before/after methods; and template rendering and caching through Tilt or ERB from stdlib.",Framework,Ruby,"October 25, 2015",Independent Developer,http://guilleiguaran.github.io/nancy/,https://github.com/guilleiguaran/nancy,,,No,,No,No,,,,No
